,Content,Location,Username,Retweet-Count,Favorites,Created at
26,"How do you cultivate a positive #VirtualLearning environment? Share your ideas with us below 👇

Join us on August 3-5 to discover how the Buncee community leads with positivity no matter the distance! https://t.co/7UQytaWYaf #BunceeLIVE https://t.co/6XJhCJCKCi","New York, USA",Buncee,0,2,2020-08-01 22:00:00
27,Getting ready for the new school year. Thanks for the idea @HeleneHodak This includes links to videos and the books link to YA reading lists.  #WeAreTroy #virtuallearning #BitmojiClassroom #TBHS #TeamE2 https://t.co/aJzCW5ozLV,,RechtienTBHS,0,5,2020-08-01 21:43:59
28,🤔 which @Bitmoji room should I use. (Left side or center) 🤫Don’t tell my teachers they will see it Monday. #BitmojiClassroom #virtuallearning #digitalclassrooms @WeemsYolanda @marcopitts @creightonbryan @TAGDataAnalysis https://t.co/u7tLq5oKKS,,drwpedwards,0,2,2020-08-01 21:24:33
29,Projects completed this weekend for my virtual classroom! #virtuallearning #teachertwitter #GoogleClassroom #googlesites #besalty #sumnerconnect #McgMtnMovers https://t.co/IBoFxo7Ev1,,mcguirec88,0,2,2020-08-01 21:24:27
30,Anyone need a hyperdoc tutorial? My friend Brian Hannon created this amazing how-to video #aplitchat #aplangchat #Mosaic2020 #virtuallearning  https://t.co/tHblFNULyZ,"Atlanta, GA",susangbarber,16,77,2020-08-01 21:23:21
31,"Check us out on Nextdoor. #tutor #tutoring #academic #AcademicChatter #learning #LearningNeverStops #LearnFromHome #virtuallearning #schoolsreopening #SchoolCultureMatters 
https://t.co/4ihGMNvj4S",Online/ Remote,PAGESLLC,1,0,2020-08-01 21:11:39
32,Getting ready to go back to school. #virtuallearning https://t.co/0C3m7U9hrT,Fountain Hills AZ,drsynax,0,3,2020-08-01 21:11:13
33,Part 2 The Educators' Edge Event is returning 8.8.2020 at 4pm! If you're   and educator or know an educator share or tag them! #Educators #educator #VirtualLearning  #Administrator #superintendent #EducatorsEdge #ProperPlanning #Retirement #LongTermCare https://t.co/5WcuaBhFsd,VA,ayannams,1,1,2020-08-01 20:52:59
34,"YADP gives you the whole package deal , don’t wait too long 👀 now is your time to shine. #songwriting #spokenword #virtuallearning https://t.co/dtkbFrEf0v",,yadprogram,0,0,2020-08-01 20:51:06
35,"Principal Gaines @and_now_adaeh and GDI manager, Rod Sanders, discussing classroom formations that will provide a safe and thriving learning environment for our staff and students. #Takethesurvey #Face2Face #VirtualLearning #Makeachoice #DPSCDPROUD @MachionJackson https://t.co/v576hurZXi","Detroit, MI",TDpscd,1,7,2020-08-01 20:30:10
36,Onto the next #diy project upgrading an old #desk for #virtuallearning with a new ebony stained desktop https://t.co/IRrREBmEvF https://t.co/S5GG4wBGRO,"Raleigh, North Carolina",brimfeld,0,2,2020-08-01 20:16:45
37,"Take a listen to these incoming 9th graders as they make the connection between an argumentative essay and a PSA. And check out their very creative PSA videos! Hats off to their ELA teacher Jasmin Porter 👩🏾‍🏫 #VirtualLearning #Impact #BLVirtualAcademicCamp
#CreativeNTalented 🥰📹 https://t.co/zTKuLDO79j","Louisiana, USA",CharNook3,0,0,2020-08-01 20:10:01
38,"Ready to educate the masses? If you're already used to using @zoom_us, you may want to consider expanding it's range with #WowzaStreamingCloud. Check out the #videotutorial to learn more! https://t.co/DYYRXPfJMk #virtuallearning #elearning","CO, USA",wowzamedia,0,1,2020-08-01 20:07:59
39,Need information on @CobbSchools Food &amp; Nutrition process for our @GMS_Wildcats Ss during #virtuallearning? We have it! https://t.co/tZDAARV1Yo #begreatbegriffin @cathieseibert @KacieCP @LintheLibrary @DrLoraleeHill https://t.co/SoXdVNNqfX,"Smyrna, GA",GMS_Wildcats,1,2,2020-08-01 20:00:33
40,#Educators #Teachers #FREE Virtual Event August 3rd &amp; 4th! #TechEd #BackToSchool2020 #Resources #DistanceLearning #VirtualLearning #PreparedToLearnPD from  @Screencastify @BookCreatorApp @GoogleForEdu *Must be registered to access recorded sessions if cannot attend live event.⬇️ https://t.co/wUkutkXuzl,"Moreno Valley, CA",ArmadaElem,0,1,2020-08-01 19:58:59
41,"If you bring goods in from the EU, you will need to complete customs import entries after the transition period. Join our #VirtualLearning day session on 12 August. Book your place here: https://t.co/sk3WChCMid #globaltrade #brexit #trainingshllp https://t.co/WRmboqIO9d",Manchester + London England,TrainingSHLLP,0,0,2020-08-01 19:50:09
42,Happy August 1st! Summer is flying by. Thinking about September in terms of how to engage our students when they are learning from home... #HybridLearning #VirtualLearning #BuildingRelationships #SocialEmotionalLearning #ClassroomManagement #BackToSchool2020 https://t.co/fYGDsMibmV,,MozinoNina,0,2,2020-08-01 19:46:13
43,"Stress Management for Teachers

https://t.co/wN0RKJKoMg…/presentRegistrati…/380443

PowerSchool Section #380443
Date: Monday, August 3
Time: 9:00 - 10:00 AM

Facilitator: Megan Smith-Keenum
 
#Virtuallearning @UNAinservice","Florence, AL",UNAinservice,0,1,2020-08-01 19:45:00
44,#Educators #Teachers #BackToSchool2020 #TechEd #apps #Websites #Resources #LessonPlanning #DistanceLearning #VirtualLearning from @CommonSenseEd ⬇️ https://t.co/hwk7EmWRYV,"Moreno Valley, CA",ArmadaElem,1,0,2020-08-01 19:38:24
45,VTT or  Virtual Team Toxicity is real!  #teambuilding #Leadership #virtuallearning https://t.co/8bVQb00MEl,"Portland, OR",kimberliallen,0,0,2020-08-01 19:36:37
46,I mean what do you expect. One person gets sick and the whole school shuts down. This may happen to every school that opens in-person. #virtuallearning $BOXL $HMHC $GAXY https://t.co/ZLXJZGmRnM,,Jgmoney9,2,7,2020-08-01 19:27:13
47,"Join Cisco's panel of educators to hear how they use Webex collaboration to extend access, emphasize equity, and raise the quality of education for all students.
https://t.co/sOHeOf48gS
#CiscoPartner #edtech #collaboration #distancelearning #virtuallearning #k12 #highered https://t.co/cIMprrwUOf",Southern California,NICPARTNERS,1,1,2020-08-01 19:21:09
48,Please Sign &amp; Share. Help Save Lives During COVID 19. #virtuallearning #SaveTheChildren #SaveTeachers @jaketapper @GovernorVA @MarkWarner @timkaine @JenPress1 @JasonDanieley @jammyprod #WeAreInThisTogether https://t.co/gAUTNsJyHu,,AddieSuraci,0,0,2020-08-01 19:17:02
49,"I need to get the pros and cons of #homeschooling and #virtuallearning. They are not the same even though some think they are. C’s dad is about homeschooling her through a God based curriculum. I have nothing against God, I know him personally, but I don’t want C going to ...",United States,JinxTheMinks,0,0,2020-08-01 18:44:46
50,"Thank you @heightsplatform  for being one of our sponsors at the upcoming virtual event:  APSC 20  
View full interview here https://t.co/XphialNlUV
Remember to get your tickets now.  The convention will be for 31 Aug - 4 sept ! Don’t miss out! #online #virtuallearning #course",Singapore,APSSspeakers,1,2,2020-08-01 18:36:56
51,"If kids go virtual learning forever my niece will never going to need a cell phone
-my mom to my niece 🤣
#virtuallearning
#remoteteaching 
#BackToSchool2020",United States,j_chingona,0,1,2020-08-01 18:36:14
52,"By @juandoming  Apprentices and teacher: the virtual / face-to-face, change of registration.
https://t.co/FhL3CqlYFK #aprrentices #teacher #learning #aprendizaje #virtuallearning #elearning #roles #universidad #edtech #distancelearning #highereducation https://t.co/RCYQjau5DG","Santa Bàrbara, Tf +34 67873941",juandoming,3,3,2020-08-01 18:35:54
53,"Now is a great time to take those spiral-bounds, doodles &amp; thoughts and convert your passion-project into an online course that people will learn from and enjoy! Let me help you get started. 
https://t.co/kpkMIzP5KY 
#coursedesign #virtuallearning #instructionaldesign #elearning https://t.co/6wqlAQBOxK",,Marshavskiy,0,0,2020-08-01 18:20:04
54,KIDS CAN MAKE A DIFFERENCE! Inspiring Kids in Diving: PADI AmbassaDiver Luca Hales https://t.co/7uJUa53Gko #kids #makeadifference #homeschooling @PADI  #scubadiver #savetheocean #allfishfaces #homeschoolscience #sciencerocks #teachathome #virtuallearning #staysafe #kidsrecycle https://t.co/LdCdRLZgUz,Dallas and Cozumel,TravelwithTam,0,5,2020-08-01 18:20:03
55,Don’t sacrifice children. The future will be rather bleak without them. #virtuallearning  https://t.co/sJfirVxeNE,"West Virginia, USA",Annette_Welch,0,0,2020-08-01 18:12:59
56,"Considering homeschooling for the upcoming school year, but you don't know where to start? We can help. DM or email information@curriculumagent.com for details. 
#curriculumagents #homeschooling #homeschoolcurriculum #virtuallearning #experentiallearning #educationconsultant https://t.co/4LN0wBEhSV",,CurriculumAgent,0,0,2020-08-01 18:00:34
57,"Our chalkboard hasn’t had much love lately, but we are finally putting it to good use! Getting the girls ready for #virtuallearning in less than 2 weeks! #positivity https://t.co/rWH39nK4Nq","ÜT: 29.731231,-95.367257",SallyMacFox26,0,11,2020-08-01 18:00:02
58,@CalforNC states we need infrastructure in order to provide #BroadBand Internet throughout the state. We don’t have it yet in order participate in #virtuallearning effectively.,"Oxford, NC",AshleyResistNC,0,0,2020-08-01 17:52:27
59,"Dialogue with #AbhishekChauhan
On his journey &amp; #acting tools.

Watch this session on our instagram profile, available till tomorrow.
https://t.co/W5cUdY1klh

#offbeatcircuit #dialogue #QandA #Acting #virtuallearning #Undekhi #SonyLIV #webseries #tvf #Instagram #Bollywood https://t.co/Y4h8mniSrM",,OffbeatCircuit,0,0,2020-08-01 17:51:04
60,"Excuse the fuzzy picture, we didn't want to disturb Marge as she took a quick nap. #rescue #cincinnati #africangrey #parrot #bird #virtuallearning #virtual #education #homeschool #homeschooling #backtoschool… https://t.co/ow21fSP19A","Cincinnati, OH",CoolCritters,0,0,2020-08-01 17:37:53
61,"Wishing you a very happy friendship day! 
True friendship cannot be found, it has to be earned.

#Preschool #Playschool #Kindergarten #Homeschooling #BlendedLearning #VirtualLearning #Ellyathome #LittleElly #FriendshipDay https://t.co/tOVuXHbllg",Bangalore,LE_littleelly,1,2,2020-08-01 17:32:41
62,"Joey had a great time building and socializing in his virtual LEGO classes!  He created some amazing builds and learned more about #growthmindset! 

#outschool #virtuallearning #proudmom https://t.co/9qywAMYB1f",Penn Delco SD,MrsOKaneMusic,0,11,2020-08-01 17:23:47
63,ICYMI: Going Virtual https://t.co/CKvnkd3jZS #epilepsy #epilepsyawareness #parenting #onlineschool #virtuallearning #epilepsydad #IEP https://t.co/mDyZn7QtAC,"Philadelphia, PA",epilepsy_dad,0,1,2020-08-01 17:18:02
64,THIS. IS. WHY. #stayhomestaysafe #virtuallearning #keepkidssafe https://t.co/cxwKOU56bs,US,tjaxnPRG,0,0,2020-08-01 17:17:34
65,Virtual bitmoji classroom tutorial! #USD259 #WPSProud #TeacherTwitter #teachertech #virtuallearning  https://t.co/6zLWQJKGYw,United States,osumner259,1,5,2020-08-01 17:08:49
66,In my heart I know it’s right... #virtuallearning #iteachsecond #reinventingteaching #allin #timesareachanging #lovemyjob https://t.co/er1sGM8DQ0,"California, USA",srivera444,0,1,2020-08-01 17:02:59
67,"Ready to buy a home 🏡? Join us for the first virtual homebuying class of August! Attendees will have the chance to win a giveaway! 

Register here: https://t.co/MKdnajI0WO

#housingchannel #firsttimehomebuyers #virtuallearning #onlinelearning #housingeducation #homeownership","Fort Worth, TX",Housing_Channel,0,0,2020-08-01 17:02:32
68,"This week was supposedly dedicated to relaxing and catching up with life, in-short, binging shows on Netflix. But instead of doing that, I ventured deeper into the #virtuallearning environment and managed to complete one short course per day! 

https://t.co/3YIdVto0HG",National Capital Region,raf_madrigal,1,1,2020-08-01 17:01:29
69,"Great career advice for all! 

#assistants #executiveassistant #professionaldevelopment 
#virtualevent #virtualevents #virtuallearning
#assistant #administrativeassistant 
#admins #elsforum #executiveassistants https://t.co/U63jTHV6U0","Chicago, IL",ELSForum,0,0,2020-08-01 16:49:01
70,Classkick Coach @apaperlessclass is giving away a Classkick Pro account!!! Check out her post to learn more! #distancelearning #remotelearning #virtuallearning #backtoschool #edtech #edutech https://t.co/j5ZLiM03Uh,"Chicago, IL",Classkick,2,0,2020-08-01 16:46:54
71,What video conferencing platform is better for elementary students #zoom or #googlemeet? Our school is considering both!  #distancelearning #virtuallearning #onlinelearning,,Nelson4Mrs,0,0,2020-08-01 16:38:11
72,Time to unwind and recharge before we hit the new school year on Monday! A perk that my sister lives so close to the water 😎 #teachertwitter #recharge #virtuallearning #teacherfriends #peces #eaglepride #princeedwardcounty @PrinceEdwardSch @AllyCTaylor https://t.co/abHbQ1L9e4,"Cumberland, VA",CSaxtan,0,4,2020-08-01 16:32:39
73,"For all of my #teacher friends!!!

Here's a tutorial on how to turn your #virtuallearning  camera feed into an interactive screen share!  Time to reclaim the title of Coolest Teacher Ever!
#zoom #Tutorial 
https://t.co/wPvtqfMsvl",,virtualDJLeFave,0,1,2020-08-01 16:21:53
74,Hesitant to try online leadership development? Our research shows why you shouldn't be: https://t.co/UeaZtEQXWB #leadershipdevelopment #virtuallearning https://t.co/fdPQGNXm3v,Global,CCLdotORG,0,2,2020-08-01 16:20:02
75,Tito the Lynx from @PhillipsParkZoo was a fun way to end my series of Animal Draw-Along Art Lessons hosted by @aurorapublicart - This demo and more are on Facebook and YouTube whenever you need a creative fix!  https://t.co/pocDSVXaZ9 #youthprograms #virtuallearning #staycreative https://t.co/wHHhgdlK37,Greater Chicago Area,JenKellerArt,1,1,2020-08-01 16:19:16
76,"Thanks @irina_mcgrath and @michelleshory for some great info at the @VirtuELConf. Thanks for having everything still available.
#virtuallearning #ESL #VirtuEL","Atascocita, TX",MeierMath,1,3,2020-08-01 15:32:53
77,Earn up to 4.8 CPE credits and learn how to enhance your virtual conferencing experiences during the Adobe Connect Webinar Series: Go Virtual. Aug. 31 – Sept. 3. Learn more and register here: https://t.co/BSDqqx31R7 #AdobeVirtualSeminar #VirtualLearning https://t.co/VnVQFc47xM,"Yorktown, VA",Kerry_Rea,0,0,2020-08-01 15:28:01
78,"Enrollment is open to all the students!

Visit https://t.co/NX7XWdVodI or contact us at (888) 567-1844.

#virtualclassroom #distanceeducation #distancelearning #onlineschool #virtuallearning #onlineschool #onlineteaching #saturdaymotivation #saturdayvibes #saturdaythoughts https://t.co/xmQIM57nbG","Tempe, AZ",pinnaclevhs,0,0,2020-08-01 15:25:00
79,ISO of fully virtual K-12 principals. Really need to build this aspect of my PLN. #virtuallearning #edtech #AppleEDUchat #GoogleEDU #GoogleEI #principal,"South Carolina, USA",mrsjeff2u,1,1,2020-08-01 15:22:24
80,"On behalf of the RentMyTutor team we send our best wishes to all celebrating #EmancipationDay in #TrinidadandTobago! 🇹🇹🇹🇹 Be safe in celebrating everyone, enjoy the holiday. #RentMyTutor #OnlineLearning #Teaching #Learning #ELearning #VirtualLearning #Tutor #Tutoring https://t.co/RueB5tOt0L",Trinidad and Tobago,RentMyTutor,0,0,2020-08-01 14:48:18
81,"Hey @zoom_us - @RCOE must begin school virtually. Our district uses chrome books, does this mean my students won’t have accesss to small group instruction? #virtuallearning #virtualclassroom #googlechromebook https://t.co/r2ThWk7RBj",,leadership_love,0,2,2020-08-01 14:46:43
82,This is why...school buildings should be and remain closed! The school can open but the building should not be! #VirtualLearning https://t.co/7HpgojFNyC,"Tennessee, USA",JerMilton_Woods,0,0,2020-08-01 14:26:12
83,Such important considerations while we transition to virtual instruction. Are we doing more harm than good by forcing students to turn on cameras? How can we approach this with our students individual needs in mind? #safespace #virtuallearning https://t.co/PHHzbQ6pC2,,SraGriffin9,1,5,2020-08-01 14:22:40
84,"#Watch. #Listen. #Learn. 
Here’s Dr. Breeden leading her team ⁦@fayette_ware⁩ into the #virtuallearning world!
⁦@keelmathTN⁩ ⁦@WestLionsFCPS⁩ ⁦@CAOacademicsfcs⁩ ⁦@FCPSchoolsTN⁩ ⁦@Supt_DrConnie⁩ ⁦@lpeppers73⁩ https://t.co/cQkH3s5N9O","Somerville, TN",PIC_FCPS,0,8,2020-08-01 14:21:41
85,.@LPSK12 joined #teacher-led anti-#science mob &amp; backed out of 5 days/wk in-person for all #students. Shameful. Now 6–12=Hybrid in-person &amp; remote w/ students in school 2 days/wk. #VirtualLearning =/= #education. Remember when next mill levy’s on a ballot. #copolitics #coloed,Rocky Mtns Liberal Swamp,truth_narrative,0,3,2020-08-01 14:21:09
86,"I’m exited about my new objective page on Canvas. My objectives on Canvas automatically change when I edit them in my Google Drive, making it super easy to change my paper copies and online objectives at the same time. #timesaver #virtuallearning https://t.co/39SJBl6yoQ",,halter_mrs,0,3,2020-08-01 13:56:50
87,"Almost back to school time! Many of us are diving into the world of virtual learning. It's time to upgrade your technology to keep you on track this year! DM me for questions. 👍
#verizon #cellularsales #virtuallearning #teacher5oclockclub #backtoschool #hickory #hickorync https://t.co/rixIAz0Pv8","Hickory, NC",JessieVerizonCS,0,0,2020-08-01 13:53:26
88,We’re six months into business and we’re so grateful for the support we’ve received thus far. Two weeks in August are almost completely without any model appts. #thankyou #jjamalbeauty #makeupclass #virtuallearning #surprisetrip https://t.co/udjBTUU2nX,"Maryland, USA",JJamalbeauty,0,0,2020-08-01 13:48:59
89,"FINRA Tech SVP, Enterprise Data Platforms, Tigran Khrimian kicks off the virtual #SecurityHackathon this morning. Busy day of hacking ahead this Saturday! #informationsecurity #hackathons #virtuallearning https://t.co/uA1KBOgYjA","Rockville, MD",FINRA_Tech,3,7,2020-08-01 13:40:37
90,"Had so much fun playing around with this get to know you activity! Looking forward to adapting it for the needs of my students and getting to know my new kids! (Template &amp; activity by @aprylcooke, thanks so much!) #DigitalLearning #VirtualLearning #Teacher https://t.co/eoNlGXvCST",,MrsCahoon_SHS,0,11,2020-08-01 13:25:56
91,"I made a meme and can't share it for professional reasons.  
I call it ""A tale of two tails""
Please enjoy:
#COVID19 #OpenSchools #virtuallearning #hybridmodel #schoolsreopening #SchoolsMustShutdown #CDC #Covid_19 #indefensible #realtalk #lowkey #highkey #turdalert #makeitameme https://t.co/2dEh0K6vBJ",,clichedisarray,0,0,2020-08-01 13:19:56
92,Statements that #COVID19 is not a threat to children are wrong. #Missouri should protect our children not exploit them for rotten political gain. #virtuallearning must be an option for everyone. https://t.co/8qZ9xG8A0b,"Missouri, USA",monaacp,0,0,2020-08-01 13:07:24
93,"Kicking off this new #digitalworkcamp with our international partner #Voltra from #Hongkong. Looking forward to share more with you about this project #GlocalHeroAction during August. Stay tuned!

#volunesia #GREATIndonesia #virtuallearning #volunteeronline #volunteerfromhome https://t.co/T3rOz63FmR","Kota Salatiga, Jawa Tengah",great_ngo,0,0,2020-08-01 12:58:58
94,"Do you know that physic, chemistry and biology practicals are possible in the new normal #VirtualLearning
We have stepped the music education and skills up. Register now and get that training you so desire. Corona can't stop you! https://t.co/1Ic8lwLVxm","PH, river state, 9ja.",iromighty,2,0,2020-08-01 12:35:55
95,"For those of you who are starting the year with virtual learning, what are you going to do to build relationships with your students and keep them engaged in the learning process?  @COBB_ELA @CobbSchools @SmithaCardinals #virtuallearning #distancelearning #ela #middleschool","Marietta, GA",LanhamMrs,0,1,2020-08-01 12:24:55
96,"https://t.co/864NFkAz9u could come in handy in #virtuallearning
https://t.co/B7pkC45FaQ","Roanoke, VA",TechFrye,1,0,2020-08-01 12:01:04
97,"Personalized support from the comfort of your home. Always one to one with MK! 
Appointments still available!
#onlinetutoring #onlinelearning #tutor #homeschool #virtuallearning #school #students #highschool https://t.co/47lJZzAHQu","Glenside, PA",mk_tutoring,0,0,2020-08-01 11:29:39
98,Planning a meeting or conference? Add valuable software skills education to your next meeting (in person or virtual) with a Microsoft Certified Trainer-me! Add training that is immediately useful! DM me here or at Dawn@TheSoftwarePro.com #Productivity #VirtualLearning https://t.co/eUgzzXzAOa,"Denver, Colorado",TheSoftwarePro,0,0,2020-08-01 11:27:26
99,"A very blissful Eid-al-Adha to everyone. Cherish and celebrate the moment with your family. Let Allah shower happiness upon you.

#Eid #EidAlAdha #Festivals #Finearts #Learnings #MIMFA #Music #Arts #onlineclasses #global #virtuallearning https://t.co/y2EE3BkY5U",Lucknow ,Manjaripandey6,0,1,2020-08-01 11:26:32
100,Remote Start: Beginning the New School Year Virtually by @CSGFImpact https://t.co/rHLsfob85e #virtuallearning #teachertwitter #teacherlife #edtech,,MyteacherMsK,0,2,2020-08-01 10:54:29
101,"Nothing is worst than missing an opportunity that could have changed our life.

Registration is ongoing!!!

#onlinelearning #virtual #virtuallearning #digitalart #teletherapy #homeschool #leavenochildbehind #autismawareness #autismspeaks #autismgist #autismadvocate #family #crs https://t.co/3jpBKsmbjZ","Lagos, Nigeria.",patrick_speech,1,1,2020-08-01 10:49:44
102,"Nothing is worst than missing an opportunity that could have changed our life.

Registration is ongoing!!!

#onlinelearning #virtual #virtuallearning #digitalart #teletherapy #homeschool #leavenochildbehind #autismawareness #autismspeaks #autismgist #autismadvocate #family #crs https://t.co/e9G2EkanuO",,puresoulslf,1,0,2020-08-01 10:49:30
103,"Today I finished creating my interactive digital sketchbooks for my students for the upcoming school year using Google Slides! I enjoyed creating it! #visualarts #virtuallearning #1Bradwell 
@theartofed
@LibertyCoSchool
@MRRVH https://t.co/b9uvZNopsc",,BI2DArt,2,8,2020-08-01 10:37:36
104,"#Did you know? Chef is used by numerous companies across the globe and HPE is one among them.
Become a master in Chef by managing a large number of nodes on a single server

https://t.co/weUexJNbKf

#Knowledgehut #devops #chef #node #onlinetraining #virtuallearning https://t.co/4Z9ZKY0pcX","Bengaluru, India",SuhasKodandaram,3,1,2020-08-01 10:00:34
105,Getting ready for week 3 of #vlp2020 with @coderinaedu. So excited to be facilitating today with amazing people. #digitallearning #virtuallearning #swe17 #google @dbeloved @karrieweb2004 https://t.co/1GwAygnkj1,"Bergamo, Lombardy",sandy0512,2,2,2020-08-01 09:13:53
106,"This week’s blog: College Students May Want to Consider a Gap Year, written by Sharon Sutton
https://t.co/4veSZNDTsH 
#loveiom #virtuallearning https://t.co/GTs3WtHU3C",Isle of Man,Thorntonfs,0,0,2020-08-01 09:00:35
